EMPID,Status,Function,Division,Union Status,Employment Category,Rehire_Date,Total Service Date,Birth Date,Age,Generation,Pay Scale Group,Gender,Ethnic Origin,Action Reason,Last Performance Rating,Last Potential Rating,Rehired,Employee Pay Frequency,ExemptTF,Employee Pay Basis,Manager_ID,Months Since Last Hire,Tenure_Months,Action Change Date,Action Type
17277,Active,Operations,Product,Union,Regular Employee FT,,15-May-01,13-Apr-72,43,Generation X,Group R,Male,B,,No Rating,No Rating,F,Weekly,F,Daily,S837,173,173,,
13910,Active,Customer Care,Customer Care,Union,Regular Employee FT,,18-May-99,10-Apr-72,43,Generation X,Not Assigned,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2246,197,197,,
35937,Active,Operations,Product,Non-Union,Regular Employee FT,,10-Jun-09,24-Mar-72,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S471,77,77,,
29388,Active,Manufacturing,Product,Union,Regular Employee FT,,22-May-07,23-Mar-72,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1682,101,101,,
32486,Active,Operations,Product,Non-Union,Regular Employee FT,,4-Jun-08,22-Mar-72,43,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S743,89,89,,
9612,Active,Operations,Product,Non-Union,Regular Employee FT,,14-Jun-96,18-Mar-72,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S227,232,232,,
21827,Active,Operations,Product,Union,Regular Employee FT,,7-Oct-03,18-Mar-72,43,Generation X,Not Assigned,Male,A,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2226,145,145,,
8019,Active,Operations,Product,Union,Regular Employee FT,,5-Oct-94,14-Mar-72,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Daily,S808,253,253,,
20783,Active,Operations,Product,Union,Regular Employee FT,,8-Apr-03,8-Mar-72,43,Generation X,Not Assigned,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1503,151,151,,
11776,Active,Sales,Sales,Non-Union,Regular Employee FT,,6-Feb-98,5-Mar-72,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S5508,213,213,,
59982,Active,Operations,Product,Non-Union,Regular Employee FT,,16-Jul-14,2-Mar-72,43,Generation X,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S60,15,15,,
20657,Active,Sales,Sales,Non-Union,Regular Employee FT,,4-Mar-03,22-Feb-72,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S395,152,152,,
21594,Active,Operations,Product,Union,Regular Employee FT,,1-Sep-03,20-Feb-72,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S203,146,146,,
35457,Active,Sales,Sales,Non-Union,Regular Employee FT,,29-Apr-09,17-Feb-72,43,Generation X,Group C,Female,H,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2433,78,78,,
40240,Active,Sales,Sales,Non-Union,Regular Employee FT,,15-Nov-01,17-Feb-72,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Semi-Monthly,T,Salary,S4442,57,167,,
25087,Active,Operations,Product,Non-Union,Regular Employee FT,31-Jan-08,21-Jul-05,16-Feb-72,43,Generation X,Group C,Male,W,,Developing/Meets Some,Not assigned,T,Bi-Weekly,F,Daily,S97,93,123,,
9943,Active,Sales,Sales,Non-Union,Regular Employee FT,,28-Aug-96,14-Feb-72,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3608,230,230,,
10709,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,22-Apr-97,14-Feb-72,43,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Weekly,F,Hourly,S3945,222,222,,
11761,Active,Sales,Sales,Non-Union,Regular Employee FT,,3-Feb-98,12-Feb-72,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2232,213,213,,
8911,Active,Sales,Sales,Non-Union,Regular Employee FT,,12-Nov-95,10-Feb-72,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S5079,239,239,,
5716,Active,Sales,Sales,Non-Union,Regular Employee FT,,14-Dec-90,27-Jan-72,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,F,Monthly,T,Salary,S5384,298,298,,
25461,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,1-Mar-05,25-Jan-72,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Semi-Monthly,T,Salary,S4374,121,128,,
16149,Active,Operations,Product,Union,Regular Employee FT,,5-Sep-00,22-Jan-72,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3407,182,182,,
30666,Active,Operations,Product,Non-Union,Regular Employee FT,,25-Sep-07,22-Jan-72,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S228,97,97,,
57048,Active,Operations,Product,Non-Union,Regular Employee FT,,14-May-14,22-Jan-72,43,Generation X,Group C,Female,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2320,17,17,,
28754,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,12-Sep-06,20-Jan-72,43,Generation X,Group C,Male,B,,Does Not Meet,Not assigned,F,Weekly,F,Hourly,S3905,103,109,,
6451,Active,Operations,Product,Non-Union,Regular Employee FT,,12-May-92,18-Jan-72,43,Generation X,Group R,Male,W,,Successfully Meets Expectations,Strong Contributor,F,Monthly,T,Salary,S5160,281,281,,
40789,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,11-May-11,18-Jan-72,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2764,54,54,,
14047,Active,Operations,Product,Non-Union,Regular Employee FT,,8-Jun-99,14-Jan-72,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S649,197,197,,
25337,Active,Support,Product,Union,Regular Employee FT,,30-Aug-05,10-Jan-72,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2307,122,122,,
29585,Active,Operations,Product,Non-Union,Regular Employee FT,,6-Jun-07,6-Jan-72,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2501,101,101,,
60096,Terminated,Operations,Product,Union,Regular Employee FT,,23-Jul-14,3-Jan-72,42,Generation X,Not Assigned,Male,W,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Daily,S701,4,4,25-Nov-14,Voluntary Separation
23108,Active,Operations,Product,Union,Regular Employee FT,,19-Jun-04,2-Jan-72,43,Generation X,Group E,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3409,136,136,,
11338,Active,Operations,Product,Non-Union,Regular Employee FT,,10-Sep-97,28-Dec-71,43,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Weekly,F,Hourly,S3437,218,218,,
34108,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,19-Nov-08,28-Dec-71,43,Generation X,Group C,Female,W,,Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2199,83,83,,
22735,Active,Operations,Product,Non-Union,Regular Employee FT,,24-Apr-04,26-Dec-71,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S246,138,138,,
51117,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,26-Jun-13,24-Dec-71,42,Generation X,Group C,Male,W,Resigned - Job Abandonment,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Hourly,S3136,11,11,22-Jun-14,Voluntary Separation
12952,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,27-Oct-98,23-Dec-71,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Semi-Monthly,T,Salary,S4167,204,204,,
62943,Active,Operations,Product,Union,Regular Employee FT,,22-Oct-14,22-Dec-71,43,Generation X,Not Assigned,Male,B,,No Rating,No Rating,F,Weekly,F,Daily,S876,12,12,,
23212,Active,Manufacturing,Product,Union,Regular Employee FT,,2-Jul-04,21-Dec-71,43,Generation X,Group E,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3478,136,136,,
60331,Active,Sales,Sales,Non-Union,Regular Employee FT,,30-Jul-14,20-Dec-71,43,Generation X,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2521,15,15,,
43255,Active,Support,Product,Non-Union,Regular Employee FT,,14-May-02,19-Dec-71,43,Generation X,Group C,Female,H,,Successfully Meets Expectations,Strong Contributor,F,Semi-Monthly,T,Salary,S4319,45,161,,
47747,Active,Sales,Sales,Non-Union,Regular Employee PT,,28-Nov-12,18-Dec-71,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1066,35,35,,
28704,Active,Customer Care,Customer Care,Union,Regular Employee FT,,6-Mar-07,15-Dec-71,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2112,104,104,,
16673,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,12-Dec-00,14-Dec-71,43,Generation X,Group C,Female,B,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3969,178,178,,
17912,Active,Operations,Product,Non-Union,Regular Employee FT,,28-Aug-01,13-Dec-71,43,Generation X,Group C,Male,W,,Exceeds,Not assigned,F,Bi-Weekly,F,Daily,S281,170,170,,
12992,Active,Operations,Product,Non-Union,Regular Employee FT,,30-Oct-98,9-Dec-71,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1329,204,204,,
45811,Active,Sales,Sales,Non-Union,Regular Employee FT,,18-Jul-12,6-Dec-71,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S419,39,39,,
45531,Active,Support,Product,Non-Union,Regular Employee FT,,4-Jul-12,2-Dec-71,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S999,40,40,,
13651,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,6-Apr-99,24-Nov-71,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S5818,199,199,,
8226,Active,Sales,Sales,Non-Union,Regular Employee FT,,28-Feb-95,22-Nov-71,43,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Monthly,T,Salary,S5619,248,248,,
17692,Active,Operations,Product,Union,Regular Employee FT,,24-Jul-01,22-Nov-71,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S829,171,171,,
24119,Active,Operations,Product,Non-Union,Regular Employee FT,,2-Feb-05,22-Nov-71,43,Generation X,Group C,Male,W,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Daily,S558,129,129,,
20082,Active,Support,Product,Union,Regular Employee FT,,8-Oct-02,19-Nov-71,43,Generation X,Group M,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3498,157,157,,
33955,Terminated,HR,Corporate,Non-Union,Regular Employee FT,,5-Nov-08,19-Nov-71,42,Generation X,Group C,Male,B,Resigned - Career Prospects,Successfully Meets Expectations,Strong Contributor,F,Monthly,T,Salary,S5959,63,63,18-Feb-14,Voluntary Separation
16253,Active,Operations,Product,Non-Union,Regular Employee FT,,26-Sep-00,17-Nov-71,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1243,181,181,,
7976,Active,Operations,Product,Non-Union,Regular Employee FT,,16-Sep-94,16-Nov-71,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S292,253,253,,
12977,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,28-Oct-98,16-Nov-71,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1119,204,204,,
13043,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,10-Nov-98,14-Nov-71,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S5060,204,204,,
25202,Active,Operations,Product,Non-Union,Regular Employee FT,,9-Aug-05,12-Nov-71,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1027,123,123,,
16001,Active,Operations,Product,Non-Union,Regular Employee FT,,8-Aug-00,8-Nov-71,43,Generation X,Group C,Male,W,,Developing/Meets Some,Strong Contributor,F,Bi-Weekly,F,Daily,S494,183,183,,
17632,Active,Manufacturing,Product,Union,Regular Employee FT,,13-Jul-01,8-Nov-71,43,Generation X,Group P,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3312,171,171,,
48013,Active,Operations,Product,Non-Union,Regular Employee FT,,19-Dec-12,7-Nov-71,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1002,34,34,,
23314,Active,Sales,Sales,Union,Regular Employee FT,,22-Jul-04,1-Nov-71,43,Generation X,Not Assigned,Male,A,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1729,135,135,,
37640,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,27-Jan-10,31-Oct-71,43,Generation X,Group C,Male,B,,Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2094,69,69,,
14525,Active,Manufacturing,Product,Union,Regular Employee FT,26-Oct-99,18-Aug-99,29-Oct-71,43,Generation X,Group P,Male,W,,Too New,Not assigned,T,Weekly,F,Hourly,S3312,192,194,,
9305,Active,Customer Care,Customer Care,Union,Regular Employee FT,,15-Apr-96,28-Oct-71,43,Generation X,Group U,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3586,234,234,,
20481,Active,Manufacturing,Product,Union,Regular Employee FT,,14-Jan-03,28-Oct-71,43,Generation X,Group E,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3333,153,153,,
23126,Active,Sales,Sales,Non-Union,Regular Employee FT,,23-Jun-04,27-Oct-71,43,Generation X,Group C,Male,W,,Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2536,136,136,,
18060,Active,Operations,Product,Union,Regular Employee FT,,22-Sep-01,25-Oct-71,43,Generation X,Not Assigned,Male,W,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Hourly,S2111,169,169,,
25843,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,30-Nov-05,23-Oct-71,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2261,119,119,,
53293,Active,Sales,Sales,Non-Union,Regular Employee FT,,9-Oct-13,21-Oct-71,43,Generation X,Group C,Male,A,,Developing/Meets Some,Not assigned,F,Weekly,F,Hourly,S3789,25,25,,
14296,Active,Operations,Product,Union,Regular Employee FT,,13-Jul-99,18-Oct-71,43,Generation X,Group W,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3572,195,195,,
49484,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,18-Apr-13,11-Oct-71,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3892,30,30,,
64272,Terminated,Operations,Product,Non-Union,Regular Employee FT,,10-Dec-14,1-Oct-71,43,Generation X,Group C,Male,W,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1002,1,1,21-Jan-15,Voluntary Separation
8565,Active,Support,Product,Non-Union,Regular Employee FT,,8-Jul-95,27-Sep-71,43,Generation X,Group C,Female,W,,Exceeds,Emerging Talent,F,Monthly,T,Salary,S4277,244,244,,
50121,Active,Sales,Sales,Non-Union,Regular Employee FT,,22-May-13,27-Sep-71,43,Generation X,Group C,Female,W,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Daily,S381,29,29,,
32856,Active,Operations,Product,Non-Union,Regular Employee FT,,9-Jul-08,24-Sep-71,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S33,88,88,,
10616,Active,Sales,Sales,Non-Union,Regular Employee FT,,1-Apr-97,18-Sep-71,43,Generation X,Group C,Male,W,,Developing/Meets Some,Not assigned,F,Monthly,T,Salary,S4944,223,223,,
22886,Active,Operations,Product,Union,Regular Employee FT,14-May-14,14-May-04,16-Sep-71,43,Generation X,Not Assigned,Male,B,,No Rating,No Rating,T,Bi-Weekly,F,Daily,S487,17,137,,
60260,Active,Operations,Product,Non-Union,Regular Employee FT,,23-Jul-14,16-Sep-71,43,Generation X,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2939,15,15,,
28597,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,20-Feb-07,15-Sep-71,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1106,104,104,,
23162,Active,Support,Product,Non-Union,Regular Employee FT,,16-May-00,10-Sep-71,43,Generation X,Group C,Male,A,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S4008,136,185,,
49398,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,16-Apr-13,2-Sep-71,43,Generation X,Group C,Female,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2833,30,30,,
5038,Active,Manufacturing,Product,Non-Union,Regular Employee FT,31-Jan-91,12-Sep-90,26-Aug-71,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,T,Weekly,F,Hourly,S3909,297,301,,
5378,Active,Operations,Product,Union,Regular Employee FT,,25-May-90,25-Aug-71,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1088,305,305,,
28436,Active,Operations,Product,Union,Regular Employee FT,,16-Jan-07,21-Aug-71,43,Generation X,Not Assigned,Female,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2226,105,105,,
36818,Active,Sales,Sales,Non-Union,Regular Employee PT,,28-Aug-09,21-Aug-71,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2276,74,74,,
35019,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,11-Mar-09,18-Aug-71,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3940,80,80,,
56952,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,13-May-14,16-Aug-71,43,Generation X,Group C,Female,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3977,17,17,,
12161,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,6-May-98,15-Aug-71,43,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S1925,210,210,,
38537,Active,Sales,Sales,Non-Union,Regular Employee FT,,2-Jun-10,14-Aug-71,43,Generation X,Group C,Male,W,,Exceeds,Not assigned,F,Bi-Weekly,F,Daily,S343,65,65,,
7153,Active,Operations,Product,Union,Regular Employee FT,,17-Jul-93,12-Aug-71,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S98,267,267,,
15021,Terminated,Manufacturing,Product,Non-Union,Regular Employee FT,,30-Nov-99,9-Aug-71,43,Generation X,Group C,Male,B,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3893,176,176,28-Aug-14,Voluntary Separation
12106,Active,Sales,Sales,Non-Union,Regular Employee FT,18-Dec-13,18-Dec-13,6-Aug-71,43,Generation X,Group C,Male,B,,Too New,Not assigned,T,Monthly,T,Salary,S4397,22,22,,
41480,Active,Sales,Sales,Non-Union,Regular Employee FT,,6-Jul-11,4-Aug-71,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2338,52,52,,
48048,Active,Operations,Product,Non-Union,Regular Employee FT,,26-Dec-12,3-Aug-71,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S742,34,34,,
15127,Active,Support,Product,Union,Regular Employee FT,,11-Jan-00,23-Jul-71,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1455,189,189,,
47315,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,24-Oct-12,11-Jul-71,43,Generation X,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2663,22,22,25-Aug-14,Voluntary Separation
21429,Active,Operations,Product,Union,Regular Employee FT,,30-Jul-03,10-Jul-71,43,Generation X,Group W,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3672,147,147,,
21561,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,26-Aug-03,8-Jul-71,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3909,146,146,,
18915,Active,Operations,Product,Non-Union,Regular Employee FT,,28-Feb-02,30-Jun-71,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S643,164,164,,
8049,Active,Operations,Product,Non-Union,Regular Employee FT,,23-Oct-94,29-Jun-71,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S23,252,252,,
46071,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,1-Aug-12,25-Jun-71,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2295,39,39,,
30577,Active,Operations,Product,Non-Union,Regular Employee FT,,18-Sep-07,20-Jun-71,43,Generation X,Group C,Male,H,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S290,97,97,,
8925,Active,Operations,Product,Union,Regular Employee FT,,21-Nov-95,19-Jun-71,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1703,239,239,,
19118,Active,Sales,Sales,Union,Regular Employee FT,,20-Apr-02,16-Jun-71,44,Generation X,Seller,Male,B,,Too New,Not assigned,F,Weekly,F,Hourly,S3655,162,162,,
7687,Active,Operations,Product,Non-Union,Regular Employee FT,,31-May-94,15-Jun-71,44,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S249,257,257,,
35528,Terminated,Manufacturing,Product,Non-Union,Regular Employee FT,,6-May-09,13-Jun-71,43,Generation X,Group C,Female,B,Resigned - Career Prospects,Successfully Meets Expectations,Emerging Talent,F,Monthly,T,Salary,S3319,65,65,11-Oct-14,Voluntary Separation
54247,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,26-Dec-95,12-Jun-71,44,Generation X,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S3180,23,238,,
